chr22	16019219	16020329	
chr22	16056419	16056683	
chr22	16058568	16058579	
chr22	16067082	16067093	
chr22	16075438	16075449	
chr22	16075451	16075462	
chr22	16076201	16076212	
chr22	16094226	16094237	
chr22	16103481	16103492	
chr22	16134999	16135010	
chr22	16163111	16163129	
chr22	16166249	16166980	
chr22	16190308	16190520	
chr22	16205333	16205344	
chr22	16223089	16223100	
chr22	16230059	16230070	
chr22	16235922	16235933	
chr22	16240693	16240704	
chr22	16243834	16243845	
chr22	16245605	16245616	
chr22	16248516	16248527	
chr22	16295439	16295450	
chr22	16332825	16334025	
chr22	16344169	16344920	
chr22	16351546	16351557	
chr22	16373898	16373909	
chr22	16381939	16382670	
chr22	16404734	16405493	
chr22	16421415	16421426	
chr22	16491359	16491839	
chr22	16500839	16501259	
chr22	16523683	16523694	
chr22	16649685	16650636	
chr22	16650985	16651336	
chr22	16651485	16652336	
chr22	16652485	16652836	
chr22	16687568	16687579	
chr22	16687597	16687608	
chr22	16710029	16710569	
chr22	16847999	16856336	
chr22	16856399	16862399	
chr22	16863899	16864379	
chr22	16870585	16870600	
chr22	16871540	16872770	
chr22	16873168	16873179	
chr22	16873430	16873531	
chr22	16874950	16874991	
chr22	16886219	16887629	
chr22	16888819	16888830	
chr22	16889251	16889262	
chr22	16903836	16904806	
chr22	16940459	16940849	
chr22	16941209	16941599	
chr22	16991415	16991426	
chr22	16992664	16992675	
chr22	17000556	17002484	
chr22	17007618	17010601	
chr22	17012279	17013179	
chr22	17032079	17032090	
chr22	17038869	17042688	
chr22	17043189	17046179	
chr22	17046261	17049275	
chr22	17050302	17050315	
chr22	17065124	17065688	
chr22	17067140	17067460	
chr22	17067677	17068676	
chr22	17075136	17075147	
chr22	17081745	17084116	
chr22	17089444	17090443	
chr22	17096395	17098474	
chr22	17104687	17104702	
chr22	17130295	17130646	
chr22	17131564	17133883	
chr22	17139236	17139246	
chr22	17139292	17139302	
chr22	17170417	17170435	
chr22	17170439	17170457	
chr22	17174835	17174942	
chr22	17179723	17180722	
chr22	17182109	17182120	
chr22	17189269	17189280	
chr22	17198131	17199751	
chr22	17208657	17208668	
chr22	17211889	17212720	
chr22	17213029	17213630	
chr22	17214099	17214810	
chr22	17214941	17215882	
chr22	17222094	17222105	
chr22	17228338	17228349	
chr22	17255360	17255372	
chr22	17255399	17256799	
chr22	17256839	17258377	
chr22	17262364	17262932	
chr22	17263002	17263013	
chr22	17264603	17265451	
chr22	17267027	17267984	
chr22	17273609	17274089	
chr22	17274389	17274899	
chr22	17276582	17276595	
chr22	17284545	17284557	
chr22	17290650	17290951	
chr22	17293134	17293149	
chr22	17299291	17300142	
chr22	17300279	17300294	
chr22	17300355	17300366	
chr22	17305599	17307399	
chr22	17308537	17308548	
chr22	17310537	17310548	
chr22	17319125	17319143	
chr22	17319159	17319170	
chr22	17319176	17319187	
chr22	17325772	17327274	
chr22	17327999	17328799	
chr22	17332236	17332645	
chr22	17332698	17332709	
chr22	17334183	17334201	
chr22	17335741	17335752	
chr22	17347219	17347230	
chr22	17350198	17350209	
chr22	17350286	17350297	
chr22	17357376	17357387	
chr22	17358570	17358581	
chr22	17372980	17373085	
chr22	17373482	17373493	
chr22	17383033	17383243	
chr22	17386892	17387334	
chr22	17398264	17398637	
chr22	17400947	17400958	
chr22	17406501	17406512	
chr22	17413502	17413781	
chr22	17415789	17416015	
chr22	17430683	17430694	
chr22	17434980	17434995	
chr22	17436679	17437357	
chr22	17440439	17441297	
chr22	17441343	17442210	
chr22	17445254	17445988	
chr22	17447984	17449412	
chr22	17450979	17450990	
chr22	17454951	17455950	
chr22	17470544	17471112	
chr22	17475410	17475531	
chr22	17488446	17488457	
chr22	17488493	17488504	
chr22	17488919	17488932	
chr22	17490591	17490831	
chr22	17494272	17494563	
chr22	17494772	17495003	
chr22	17512049	17512589	
chr22	17513834	17513845	
chr22	17518411	17518481	
chr22	17528710	17528721	
chr22	17537132	17537142	
chr22	17537154	17537164	
chr22	17538896	17539747	
chr22	17544375	17544386	
chr22	17545784	17545795	
chr22	17555717	17555733	
chr22	17555940	17556089	
chr22	17556756	17556774	
chr22	17560583	17560594	
chr22	17565300	17567101	
chr22	17567480	17567491	
