chr22	17081477	17085897	
chr22	17089291	17091089	
chr22	17255620	17256290	
chr22	17516890	17518784	
chr22	17565031	17569321	
chr22	17581890	17582792	
chr22	17586890	17588690	
chr22	17596430	17599746	
chr22	17638682	17641296	
chr22	17651672	17653954	
chr22	17678949	17681438	
chr22	17697061	17702756	
chr22	17713966	17717144	
chr22	17717485	17718819	
chr22	17722291	17725339	
chr22	17725723	17726042	
chr22	17726336	17726494	
chr22	17915218	17916930	
chr22	17955032	17957042	
chr22	18041876	18044200	
chr22	18110252	18112881	
chr22	18114704	18117857	
chr22	18120133	18123473	
chr22	18154650	18157172	
chr22	18187853	18190894	
chr22	18206941	18211089	
chr22	18216121	18218659	
chr22	18224760	18225573	
chr22	18242740	18244310	
chr22	18250108	18251384	
chr22	18251895	18261920	
chr22	18267676	18271332	
chr22	18277204	18284330	
chr22	18324637	18325606	
chr22	18328044	18330763	
chr22	18338624	18343293	
chr22	18348940	18349481	
chr22	18349706	18355719	
chr22	18367202	18368697	
chr22	18371901	18375427	
chr22	18375733	18377778	
chr22	18378492	18381529	
chr22	18385643	18387656	
chr22	18391393	18398648	
chr22	18398941	18400094	
chr22	18402009	18407165	
chr22	18412780	18412930	
chr22	18413189	18414835	
chr22	18420544	18422268	
chr22	18425100	18425748	
chr22	18426172	18427750	
chr22	18428292	18429221	
chr22	18432290	18434961	
chr22	18437640	18438976	
chr22	18446247	18448424	
chr22	18452029	18453959	
chr22	18454181	18457192	
chr22	18457820	18457970	
chr22	18462211	18463995	
chr22	18464366	18464566	
chr22	18468827	18470423	
chr22	18471660	18471810	
chr22	18472965	18473167	
chr22	18477520	18477670	
chr22	18478506	18481159	
chr22	18481760	18481970	
chr22	18481981	18485190	
chr22	18505669	18507930	
chr22	18513715	18517363	
chr22	18518140	18519723	
chr22	18526301	18528648	
chr22	18538204	18542514	
chr22	18548975	18554430	
chr22	18567329	18572622	
chr22	18892280	18895215	
chr22	18895913	18896113	
chr22	18910972	18924410	
chr22	18954779	18956145	
chr22	18957712	18958514	
chr22	19072313	19074791	
chr22	19085477	19087306	
chr22	19095464	19100346	
chr22	19105460	19106773	
chr22	19107431	19110790	
chr22	19130942	19132890	
chr22	19156601	19167809	
chr22	19205500	19206590	
chr22	19246892	19247782	
chr22	19258209	19261805	
chr22	19272861	19276421	
chr22	19276822	19280576	
chr22	19347722	19350625	
chr22	19384172	19386242	
chr22	19405537	19411715	
chr22	19416935	19421657	
chr22	19433946	19436522	
chr22	19464859	19468686	
chr22	19509150	19512150	
chr22	19541880	19543244	
chr22	19563723	19565415	
chr22	19566523	19568166	
chr22	19740971	19747583	
chr22	19747719	19755972	
chr22	19767439	19768630	
chr22	19835711	19839137	
chr22	19840172	19844970	
chr22	19861579	19871300	
chr22	19871599	19876744	
chr22	19877307	19882268	
chr22	19883942	19884390	
chr22	19886106	19887069	
chr22	19896933	19898065	
chr22	19899178	19901094	
chr22	19925011	19926322	
chr22	19927980	19932490	
chr22	19934600	19941892	
chr22	19945791	19952203	
chr22	19952661	19956979	
chr22	19957556	19959969	
chr22	19961629	19963817	
chr22	19970032	19973042	
chr22	19973307	19975405	
chr22	19982423	19989050	
chr22	19989184	19991115	
chr22	19997468	19998770	
chr22	20000922	20001210	
chr22	20003520	20004946	
chr22	20007851	20011164	
chr22	20066426	20071661	
chr22	20071720	20073170	
chr22	20086130	20088893	
chr22	20102481	20107055	
chr22	20115954	20117351	
chr22	20117898	20120749	
chr22	20141276	20143367	
chr22	20190312	20195793	
chr22	20229592	20234317	
chr22	20234700	20234910	
chr22	20306548	20309350	
chr22	20747624	20749291	
chr22	20775060	20779481	
chr22	20789251	20793417	
chr22	20816924	20819707	
chr22	20848769	20851490	
chr22	20858100	20859430	
chr22	20860897	20866680	
chr22	20868525	20870285	
chr22	20873538	20875337	
chr22	20876462	20883405	
chr22	20883463	20889824	
chr22	20890877	20891710	
chr22	20896628	20897830	
chr22	20898073	20901623	
chr22	20902937	20913464	
chr22	20917105	20926342	
chr22	20926919	20927099	
chr22	20928335	20929100	
chr22	20930524	20931837	
chr22	20932307	20932492	
chr22	21102831	21106225	
chr22	21130141	21133413	
chr22	21210201	21214290	
chr22	21219691	21223856	
chr22	21237571	21240962	
chr22	21270339	21276029	
chr22	21291004	21293512	
chr22	21293807	21294300	
chr22	21294425	21295660	
chr22	21300440	21300888	
chr22	21302252	21312875	
chr22	21315848	21316701	
chr22	21320942	21323222	
chr22	21333220	21338485	
chr22	21354145	21358598	
chr22	21367493	21370649	
chr22	21385889	21388077	
chr22	21391177	21393230	
chr22	21396260	21400879	
chr22	21909933	21911112	
chr22	21921340	21925739	
chr22	21932047	21933255	
chr22	21982370	21984990	
chr22	21995248	21998050	
chr22	22019491	22021571	
chr22	22067080	22068358	
chr22	22088780	22090925	
chr22	22114900	22122252	
chr22	22126539	22130130	
chr22	22168521	22174688	
chr22	22187000	22187411	
chr22	22219246	22223581	
chr22	22230806	22231742	
chr22	22274299	22277478	
chr22	22281400	22282126	
chr22	22290387	22307850	
chr22	22315657	22316878	
chr22	22336185	22337810	
chr22	22383535	22385983	
chr22	22415053	22416810	
chr22	22417409	22418234	
chr22	22440277	22440450	
chr22	22452554	22454137	
chr22	22464295	22467480	
chr22	22568765	22569915	
chr22	22697280	22699480	
chr22	22711548	22712370	
chr22	22723013	22724617	
chr22	22862114	22863710	
chr22	23099948	23103234	
chr22	23243631	23246388	
chr22	23376695	23379841	
chr22	23439943	23442670	
chr22	23448712	23449979	
chr22	23451958	23454023	
chr22	23454688	23457428	
chr22	23461401	23462387	
chr22	23477780	23482301	
chr22	23483465	23485305	
chr22	23486671	23490530	
chr22	23516186	23516587	
chr22	23518023	23520379	
chr22	23520667	23531062	
chr22	23533770	23535633	
chr22	23541330	23541995	
chr22	23542880	23543579	
chr22	23553885	23570489	
chr22	23582660	23588474	
chr22	23605427	23607938	
chr22	23619200	23619350	
chr22	23620311	23626152	
chr22	23631432	23632930	
chr22	23646348	23649473	
chr22	23657786	23658587	
chr22	23742825	23745615	
chr22	23775187	23776387	
chr22	23860577	23866927	
chr22	23874212	23882510	
chr22	23923553	23923700	
chr22	23933018	23934817	
chr22	23962782	23964556	
chr22	24016787	24019058	
chr22	24034242	24040497	
chr22	24058586	24060130	
chr22	24092180	24096184	
chr22	24108440	24111230	
chr22	24112760	24113786	
chr22	24114547	24118926	
chr22	24122979	24124996	
chr22	24125425	24127030	
chr22	24127740	24130559	
chr22	24133077	24134804	
chr22	24140288	24141700	
chr22	24142163	24146113	
chr22	24146947	24148756	
chr22	24149071	24149610	
chr22	24153287	24153648	
chr22	24158560	24158710	
chr22	24160306	24161651	
chr22	24162738	24163823	
chr22	24164074	24170194	
chr22	24172036	24172750	
chr22	24176112	24183030	
chr22	24184972	24185254	
chr22	24186032	24189424	
chr22	24198622	24201565	
chr22	24235032	24239719	
chr22	24246688	24247685	
chr22	24247699	24247850	
chr22	24503010	24504467	
chr22	24534165	24538620	
chr22	24539391	24545494	
chr22	24547798	24555841	
chr22	24570512	24572740	
chr22	24574560	24574730	
chr22	24576263	24577934	
chr22	24577968	24578168	
chr22	24584880	24587933	
chr22	24591357	24594926	
chr22	24595972	24606693	
chr22	24654769	24655967	
chr22	24666160	24668696	
chr22	24682569	24686767	
chr22	24687851	24689129	
chr22	24698073	24701963	
chr22	24727860	24728168	
chr22	24733852	24735887	
chr22	24785442	24789083	
chr22	24795555	24800235	
chr22	24820974	24834876	
chr22	24837120	24837413	
chr22	24837557	24838900	
chr22	24841279	24841490	
chr22	24841512	24841670	
chr22	24841690	24842210	
chr22	24845891	24847377	
chr22	24851076	24851642	
chr22	24851780	24851930	
chr22	24855680	24857428	
chr22	24858968	24860050	
chr22	24860940	24863986	
chr22	24867090	24868300	
chr22	24869236	24871152	
chr22	24878120	24879155	
chr22	24889481	24891412	
chr22	24899087	24904361	
chr22	24906052	24907654	
chr22	24907768	24908489	
chr22	24937568	24939814	
chr22	24944956	24953902	
chr22	24959568	24961789	
chr22	24973778	24977252	
chr22	24987916	24990623	
chr22	24996820	25000944	
chr22	25002368	25004567	
chr22	25026360	25028211	
chr22	25028368	25029767	
chr22	25086677	25087732	
chr22	25201708	25203305	
chr22	25203361	25204100	
chr22	25338515	25339860	
chr22	25457312	25459367	
chr22	25463047	25467401	
chr22	25467640	25467790	
chr22	25471896	25473234	
chr22	25479541	25480530	
chr22	25481686	25483037	
chr22	25549927	25551159	
chr22	25554280	25556016	
chr22	25560767	25561367	
