chr22	10940596	10940707	-	
chr22	10941688	10941780	-	
chr22	10944966	10945053	-	
chr22	10947303	10947418	-	
chr22	10949211	10949269	-	
chr22	10950048	10950174	-	
chr22	10959066	10959136	-	
chr22	10960331	10960431	-	
chr22	10961282	10961529	-	
chr22	12131503	12133116	-	
chr22	12159437	12159592	-	
chr22	12166829	12167174	-	
chr22	12809947	12810095	-	
chr22	12813525	12813584	-	
chr22	12814994	12815793	-	
chr22	16590750	16592810	-	
chr22	16601910	16602215	+	
chr22	16611657	16611893	+	
chr22	16614076	16614178	+	
chr22	16622840	16622897	+	
chr22	16637039	16637090	+	
chr22	16638578	16638740	+	
chr22	16647167	16647257	+	
chr22	16647662	16647785	+	
chr22	16648526	16648830	+	
chr22	16653707	16654076	-	
chr22	16659496	16659628	-	
chr22	16659857	16659969	-	
chr22	16661475	16661555	-	
chr22	16669461	16669620	-	
chr22	16670216	16670261	-	
chr22	16671517	16671588	-	
chr22	16673599	16673752	-	
chr22	16675122	16675540	-	
chr22	16783479	16784409	-	
chr22	16799770	16800024	-	
chr22	16801379	16801508	-	
chr22	16807738	16808086	-	
chr22	16809668	16810045	-	
chr22	16821606	16821699	-	
chr22	16823835	16823915	-	
chr22	16825290	16825411	-	
chr22	17036569	17037344	+	
chr22	17044872	17045000	+	
chr22	17047323	17047426	+	
chr22	17057072	17060070	+	
chr22	17084999	17085229	+	
chr22	17097061	17097086	+	
chr22	17097796	17097943	+	
chr22	17098774	17098887	+	
chr22	17100354	17100481	+	
chr22	17101995	17102043	+	
chr22	17102138	17102302	+	
chr22	17103493	17103577	+	
chr22	17104725	17104810	+	
chr22	17105590	17105602	+	
chr22	17105852	17105954	+	
chr22	17107726	17107768	+	
chr22	17108306	17115693	+	
chr22	17116296	17121360	-	
chr22	17121594	17122039	+	
chr22	17124654	17124771	+	
chr22	17130361	17130484	+	
chr22	17131614	17132104	+	
chr22	17137519	17138357	-	
chr22	17138549	17138738	-	
chr22	17141058	17141233	-	
chr22	17141728	17142208	-	
chr22	17143097	17143131	-	
chr22	17145023	17145117	-	
chr22	17148447	17148560	-	
chr22	17149541	17149745	-	
chr22	17158456	17158992	-	
chr22	17159125	17159277	-	
chr22	17159388	17159837	+	
chr22	17165208	17165267	-	
chr22	17165268	17165287	+,-	
chr22	17165288	17165445	+	
chr22	17178789	17181576	-	
chr22	17181819	17182022	-	
chr22	17182603	17182761	-	
chr22	17188338	17188447	-	
chr22	17189941	17190032	-	
chr22	17191678	17191810	-	
chr22	17198060	17198415	-	
chr22	17198598	17198789	-	
chr22	17199548	17199655	-	
chr22	17203562	17203773	-	
chr22	17207070	17207290	-	
chr22	17209355	17209723	-	
chr22	17219355	17219435	-	
chr22	17256858	17258306	-	
chr22	17260789	17261045	-	
chr22	17266522	17266733	-	
chr22	17359948	17360023	+	
chr22	17369459	17369909	+	
chr22	17468612	17474689	+	
chr22	17477587	17477682	+	
chr22	17497402	17497586	+	
chr22	17499409	17499549	+	
chr22	17500630	17500735	+	
chr22	17503081	17503131	+	
chr22	17504846	17505016	+	
chr22	17511812	17511896	+	
chr22	17524117	17524271	+	
chr22	17537102	17537232	+	
chr22	17538519	17538557	+	
chr22	17538639	17538731	+	
chr22	17538992	17539515	+	
chr22	17540411	17540800	+	
chr22	17541838	17541967	+	
chr22	17542156	17543003	+	
chr22	17548147	17549564	+	
chr22	17552030	17552142	+	
chr22	17552834	17558151	+	
chr22	17563497	17563695	+	
chr22	17563696	17563713	+,-	
chr22	17563714	17564113	-	
chr22	17564268	17564503	-	
chr22	17569923	17569976	+	
chr22	17569977	17569986	+,-	
chr22	17569987	17570078	-	
chr22	17579744	17579964	+	
chr22	17580154	17580331	-	
chr22	17581036	17581159	+	
chr22	17581333	17581356	-	
chr22	17581357	17581413	+,-	
chr22	17581414	17581548	-	
chr22	17582562	17582653	+	
chr22	17583415	17583534	+	
chr22	17585264	17585386	-	
chr22	17587135	17587301	+	
chr22	17587866	17587923	-	
chr22	17587924	17588079	+,-	
chr22	17588080	17589192	-	
chr22	17589589	17589665	+	
chr22	17590094	17590995	+	
chr22	17592135	17592736	-	
chr22	17594528	17594616	-	
chr22	17598193	17598288	-	
chr22	17600026	17600095	-	
chr22	17601091	17601181	-	
chr22	17612811	17612878	-	
chr22	17613210	17613320	-	
chr22	17619460	17619526	-	
chr22	17628602	17628822	-	
chr22	17628876	17629005	+	
chr22	17638101	17638886	+	
chr22	17655661	17655832	+	
chr22	17662898	17663013	+	
chr22	17683213	17683321	+	
chr22	17684608	17684706	+	
chr22	17688985	17689142	+	
chr22	17692355	17693329	+	
chr22	17696140	17696210	+	
chr22	17702242	17703784	+	
chr22	17706780	17706825	+	
chr22	17726676	17730855	+	
chr22	17734137	17735591	-	
chr22	17738016	17738229	-	
chr22	17739348	17739488	-	
chr22	17743802	17744013	-	
chr22	17750104	17750174	-	
chr22	17773609	17774042	-	
chr22	17774380	17774495	-	
chr22	17774639	17774665	-	
chr22	17777289	17779481	+	
chr22	17787648	17790916	-	
chr22	17790997	17791071	-	
chr22	17791201	17791301	-	
chr22	17808843	17808937	-	
chr22	17810702	17810813	-	
chr22	17816689	17816784	-	
chr22	17817310	17819129	-	
chr22	17821426	17821509	-	
chr22	17822029	17822170	-	
chr22	17822946	17823060	-	
chr22	17827643	17827781	-	
chr22	17831853	17832107	-	
chr22	17834334	17834549	-	
chr22	17841821	17842017	-	
chr22	17860154	17864986	-	
chr22	17865923	17866012	-	
chr22	17866750	17866837	+	
chr22	17866988	17867065	+	
chr22	17867237	17867317	+	
chr22	17871836	17872023	-	
chr22	17872746	17872854	-	
chr22	17875446	17875554	-	
chr22	17879345	17879402	-	
chr22	17881204	17881303	-	
chr22	17885877	17886051	-	
chr22	17887169	17887232	-	
chr22	17887322	17887435	-	
chr22	17889033	17889230	-	
chr22	17891484	17891632	-	
chr22	17893807	17893904	-	
chr22	17895283	17895410	-	
chr22	17896245	17896361	-	
chr22	17896723	17896981	-	
chr22	17899447	17899548	-	
chr22	17900841	17900997	-	
chr22	17901877	17901979	-	
chr22	17902630	17902747	-	
chr22	17904631	17904839	-	
chr22	17906548	17906886	-	
chr22	17980867	17980961	-	
chr22	18024280	18024561	-	
chr22	18029384	18029554	+	
chr22	18035759	18037968	+	
chr22	18055958	18056117	+	
chr22	18057027	18057120	+	
chr22	18060705	18060926	+	
chr22	18070157	18070213	+	
chr22	18070383	18070501	+	
chr22	18070766	18070822	+	
chr22	18070906	18071022	+	
chr22	18072506	18072588	+	
chr22	18077657	18077896	+	
chr22	18077989	18078606	+	
chr22	18079873	18080014	+	
chr22	18083436	18083732	+	
chr22	18085111	18085258	+	
chr22	18087971	18105396	+	
chr22	18110808	18110868	+	
chr22	18121478	18121701	+	
chr22	18124155	18124304	+	
chr22	18126353	18127034	+	
chr22	18130842	18131732	+	
chr22	18150169	18150222	+	
chr22	18157557	18157859	+	
chr22	18160171	18160268	+	
chr22	18161789	18161935	+	
chr22	18167254	18167334	+	
chr22	18167889	18168036	+	
chr22	18169843	18169939	+	
chr22	18170752	18170920	+	
chr22	18173149	18173281	+	
chr22	18173792	18173842	+	
chr22	18176771	18177397	+	
chr22	18970467	18970658	+	
chr22	18987756	18987900	+	
chr22	18990719	18990924	+	
chr22	18991816	18994629	+	
chr22	19014352	19014506	+	
chr22	19017296	19020297	+	
chr22	19022361	19023555	+	
chr22	19029523	19030221	+	
chr22	19030781	19031242	+	
chr22	19036285	19039121	-	
chr22	19041057	19041294	-	
chr22	19041806	19041959	-	
chr22	19048439	19048643	-	
chr22	19056985	19057162	-	
chr22	19063201	19063278	-	
chr22	19064847	19065075	-	
chr22	19068099	19068225	-	
chr22	19089367	19089490	-	
chr22	19094686	19099166	-	
chr22	19100144	19100184	-	
chr22	19122127	19122412	-	
chr22	19130278	19134475	-	
chr22	19135059	19135175	-	
chr22	19137322	19137432	-	
chr22	19138214	19138479	-	
chr22	19139158	19139292	-	
chr22	19139611	19139729	-	
chr22	19139854	19140027	-	
chr22	19142537	19142633	-	
chr22	19142725	19142894	-	
chr22	19144123	19144492	-	
chr22	19144505	19144651	-	
chr22	19146992	19149095	-	
chr22	19149662	19149916	-	
chr22	19150024	19150292	-	
chr22	19171705	19172832	+	
chr22	19175580	19176244	-	
chr22	19176420	19176494	-	
chr22	19176577	19176693	-	
chr22	19176845	19176950	-	
chr22	19177119	19177204	-	
chr22	19177726	19177865	-	
chr22	19177941	19178041	-	
chr22	19178132	19178505	-	
chr22	19178579	19178736	-	
chr22	19179472	19179969	-	
chr22	19180198	19180238	-	
chr22	19180730	19180806	-	
chr22	19183389	19183611	-	
chr22	19187557	19187728	-	
chr22	19187980	19188225	-	
chr22	19191303	19191435	-	
chr22	19196265	19196415	-	
chr22	19196488	19196656	-	
chr22	19199733	19199841	-	
chr22	19201328	19201493	-	
chr22	19208153	19208311	-	
chr22	19208917	19209114	-	
chr22	19210325	19210509	-	
chr22	19216110	19216256	-	
chr22	19219884	19220007	-	
chr22	19221376	19221611	-	
chr22	19221950	19222093	-	
chr22	19222683	19222809	-	
chr22	19223890	19224054	-	
chr22	19225452	19225633	-	
chr22	19226218	19226383	-	
chr22	19226515	19226606	-	
chr22	19229837	19229975	-	
chr22	19232475	19232598	-	
chr22	19233165	19233318	-	
chr22	19233421	19233622	-	
chr22	19234508	19234706	-	
chr22	19235695	19235869	-	
chr22	19239274	19239388	-	
chr22	19242774	19242936	-	
chr22	19253958	19254227	-	
chr22	19257804	19258889	-	
chr22	19275622	19275830	-	
chr22	19291599	19291719	-	
chr22	19291946	19292330	+	
chr22	19328397	19328573	+	
chr22	19329974	19330080	+	
chr22	19330697	19331552	-	
chr22	19331553	19331556	+,-	
chr22	19331557	19331682	+	
chr22	19333701	19333743	+	
chr22	19333995	19334032	+	
chr22	19351043	19351356	+	
chr22	19351357	19351446	+,-	
chr22	19351447	19351552	+	
chr22	19353355	19353519	-	
chr22	19353995	19354118	-	
chr22	19355759	19355865	-	
chr22	19356229	19356288	-	
chr22	19356889	19357051	-	
chr22	19359335	19359484	-	
chr22	19361236	19361341	-	
chr22	19361726	19361931	-	
chr22	19375630	19375792	-	
chr22	19377868	19378066	-	
chr22	19383619	19383705	-	
chr22	19385520	19385736	-	
chr22	19387710	19387816	-	
chr22	19388483	19388554	-	
chr22	19392100	19392214	-	
chr22	19394341	19394509	-	
chr22	19396786	19396947	-	
chr22	19397991	19398087	-	
chr22	19405785	19405880	-	
chr22	19407183	19407274	-	
chr22	19408482	19408593	-	
chr22	19410715	19410778	-	
chr22	19431439	19431733	-	
chr22	19432544	19432859	+	
chr22	19433264	19433348	+	
chr22	19434735	19434894	+	
chr22	19435637	19436075	+	
chr22	19440885	19444390	-	
chr22	19447377	19447432	-	
chr22	19447433	19447545	+,-	
chr22	19447546	19447663	+	
chr22	19447664	19447711	+,-	
chr22	19447712	19448325	+	
chr22	19448441	19449909	+	
chr22	19449910	19450105	+,-	
chr22	19450106	19450744	-	
chr22	19451593	19451688	+	
chr22	19454748	19454830	-	
chr22	19455679	19455768	-	
chr22	19456586	19456634	-	
chr22	19456852	19456918	-	
chr22	19458070	19458139	-	
chr22	19465201	19465274	-	
chr22	19467872	19468003	-	
chr22	19471686	19471808	-	
chr22	19475067	19475100	-	
chr22	19475469	19475603	-	
chr22	19478824	19479193	-	
chr22	19479465	19479571	+	
chr22	19479825	19480019	+	
chr22	19480157	19480217	+	
chr22	19480952	19481045	+	
chr22	19482689	19482827	+	
chr22	19483861	19484005	+	
chr22	19494326	19494382	+	
chr22	19494440	19494602	+	
chr22	19495980	19496029	+	
chr22	19497385	19497447	+	
chr22	19499100	19499151	+	
chr22	19505361	19505481	+	
chr22	19507385	19507517	+	
chr22	19507765	19507864	+	
chr22	19508529	19508691	+	
chr22	19514748	19514887	+	
chr22	19514964	19515048	+	
chr22	19516526	19516645	+	
chr22	19516813	19516893	+	
chr22	19518843	19518909	+	
chr22	19520480	19520612	+	
chr22	19523023	19525337	-	
chr22	19566129	19566839	-	
chr22	19708989	19709834	-	
chr22	19714502	19714631	+	
chr22	19714696	19714779	-	
chr22	19714780	19714791	+,-	
chr22	19714792	19714795	-	
chr22	19717219	19718818	+	
chr22	19719601	19719698	+	
chr22	19719805	19719892	+	
chr22	19720114	19720238	+	
chr22	19720319	19720454	+	
chr22	19720548	19720666	+	
chr22	19720767	19720869	+	
chr22	19721639	19721736	+	
chr22	19721821	19721957	+	
chr22	19722236	19722339	+	
chr22	19722427	19723579	+	
chr22	19723853	19724774	+	
chr22	19727720	19728700	+	
chr22	19729328	19730873	+	
chr22	19732442	19732676	+	
chr22	19734686	19738771	+	
chr22	19756702	19756745	+	
chr22	19758767	19758988	+	
chr22	19759557	19759677	+	
chr22	19760777	19761280	+	
chr22	19763240	19763342	+	
chr22	19764154	19764326	+	
chr22	19764957	19765167	+	
chr22	19765757	19765825	+	
chr22	19765901	19766002	+	
chr22	19766388	19767334	+	
chr22	19779219	19779546	+	
chr22	19782912	19783032	+	
chr22	19783222	19783312	-	
chr22	19783313	19783593	+,-	
chr22	19783594	19788960	-	
chr22	19802000	19802216	-	
chr22	19806658	19806757	-	
