chr22	50539479	50540028	
chr22	45845034	45846420	
chr22	45794653	45795563	
chr22	41935817	41936890	
chr22	38033232	38034508	
chr22	37998337	37999192	
chr22	37985615	37986450	
chr22	31623378	31627836	
chr22	31195919	31196224	
chr22	31194234	31194918	
chr22	30883151	30883435	
chr22	30822928	30823493	
chr22	30318979	30319338	
chr22	28350708	28352407	
chr22	27842324	27843730	
chr22	27133995	27135061	
chr22	23292625	23292626	
chr22	23289648	23292535	
chr22	23273726	23283976	
chr22	23217697	23253190	
chr22	23178473	23178710	
chr22	22559161	22559459	
chr22	21599078	21600013	
chr22	20420770	20424717	
chr22	20157039	20157277	
chr22	19761832	19762532	
chr22	17781179	17782193	
chr22	17218811	17219172	
