22	16590762	-	
22	16590777	-	
22	16590779	-	
22	16590808	-	
22	16590820	-	
22	16590830	-	
22	16590876	-	
22	16590890	-	
22	16590900	-	
22	16590903	-	
22	16590915	-	
22	16590929	-	
22	16590936	-	
22	16590961	-	
22	16590964	-	
22	16590994	-	
22	16591004	-	
22	16591024	-	
22	16591043	-	
22	16591189	-	
22	16591206	-	
22	16591264	-	
22	16591529	-	
22	16591537	-	
22	16591549	-	
22	16591559	-	
22	16591576	-	
22	16591618	-	
22	16591627	-	
22	16591945	-	
22	16592083	-	
22	16592130	-	
22	16592155	-	
22	16592268	-	
22	16592288	-	
22	16592297	-	
22	16592336	-	
22	16592340	-	
22	16592346	-	
22	16592353	-	
22	16592355	-	
22	16592386	-	
22	16592392	-	
22	16592396	-	
22	16592399	-	
22	16592419	-	
22	16592434	-	
22	16592458	-	
22	16592547	-	
22	16592551	-	
22	16592586	-	
22	16592591	-	
22	16592606	-	
22	16592623	-	
22	16592649	-	
22	16592689	-	
22	16592708	-	
22	16592721	-	
22	16592763	-	
22	16592793	-	
22	16601930	+	
22	16602162	+	
22	16602166	+	
22	16602203	+	
22	16611691	+	
22	16611754	+	
22	16611794	+	
22	16611816	+	
22	16611840	+	
22	16611856	+	
22	16611864	+	
22	16611865	+	
22	16614078	+	
22	16614130	+	
22	16614141	+	
22	16614145	+	
22	16614148	+	
22	16647183	+	
22	16647668	+	
22	16647686	+	
22	16647721	+	
22	16647724	+	
22	16647737	+	
22	16647738	+	
22	16647742	+	
22	16647752	+	
22	16648533	+	
22	16648534	+	
22	16648562	+	
22	16648572	+	
22	16648620	+	
22	16648650	+	
22	16648657	+	
22	16648658	+	
22	16648660	+	
22	16648678	+	
22	16648679	+	
22	16648725	+	
22	16648729	+	
22	16648760	+	
22	16648789	+	
22	16648790	+	
22	16648824	+	
22	16648828	+	
22	16669493	-	
22	16669508	-	
22	16669542	-	
22	16669558	-	
22	16669604	-	
22	16671584	-	
22	16673604	-	
22	16673679	-	
22	16673720	-	
22	16673729	-	
22	16673747	-	
22	16673750	-	
22	16675144	-	
22	16675147	-	
22	16675186	-	
22	16675203	-	
22	16675213	-	
22	16675261	-	
22	16675298	-	
22	16675361	-	
22	16675381	-	
22	16675398	-	
22	16675403	-	
22	16675410	-	
22	16675412	-	
22	16675415	-	
22	16675416	-	
22	16675417	-	
22	16675427	-	
22	16675444	-	
22	16675446	-	
22	16675458	-	
22	17036576	+	
22	17036577	+	
22	17036642	+	
22	17036658	+	
22	17036662	+	
22	17036673	+	
22	17036680	+	
22	17036705	+	
22	17036725	+	
22	17036750	+	
22	17036757	+	
22	17036787	+	
22	17036803	+	
22	17036812	+	
22	17036843	+	
22	17036867	+	
22	17036896	+	
22	17036902	+	
22	17036903	+	
22	17036956	+	
22	17036973	+	
22	17037070	+	
22	17037092	+	
22	17037103	+	
22	17037105	+	
22	17037108	+	
22	17037174	+	
22	17037186	+	
22	17037187	+	
22	17037188	+	
22	17037192	+	
22	17037220	+	
22	17037232	+	
22	17037251	+	
22	17037291	+	
22	17037323	+	
22	17037330	+	
22	17044996	+	
22	17047411	+	
22	17057084	+	
22	17057106	+	
