22	16061784	
22	16061872	
22	16061873	
22	16061902	
22	16061912	
22	16145816	
22	16146017	
22	16146021	
22	16391918	
22	16419217	
22	16419243	
22	16419272	
22	16526745	
22	16526792	
22	16526798	
22	16526816	
22	16526838	
22	16526843	
22	16526877	
22	16526889	
22	16526909	
22	16526911	
22	16526939	
22	16526945	
22	16526949	
22	16526962	
22	16526976	
22	16526977	
22	16526981	
22	16527040	
22	16527043	
22	16527073	
22	16527076	
22	16527095	
22	16527113	
22	16527125	
22	16527143	
22	16527173	
22	16527176	
22	16527202	
22	16527238	
22	16527329	
22	16527334	
22	16527335	
22	16527343	
22	16527347	
22	16527366	
22	16527377	
22	16527405	
22	16527408	
22	16527409	
22	16527420	
22	16527425	
22	16527430	
22	16527432	
22	16527433	
22	16527510	
22	16527552	
22	16527553	
22	16527574	
22	16527618	
22	16527657	
22	16527666	
22	16527952	
22	16527964	
22	16527992	
22	16527997	
22	16528038	
22	16528060	
22	16528145	
22	16528223	
22	16528268	
22	16528297	
22	16528299	
22	16528321	
22	16528345	
22	16528358	
22	16528382	
22	16528386	
22	16528388	
22	16528399	
22	16528404	
22	16528414	
22	16528417	
22	16528441	
22	16528497	
22	16528512	
22	16528537	
22	16528564	
22	16528648	
22	16528697	
22	16528708	
22	16528723	
22	16528818	
22	16528844	
22	16528957	
22	16528959	
22	16528962	
22	16528995	
22	16529014	
22	16529042	
22	16529070	
22	16529078	
22	16529088	
22	16529094	
22	16529110	
22	16529128	
22	16529184	
22	16529186	
22	16529207	
22	16529219	
22	16529232	
22	16529258	
22	16529286	
22	16529345	
22	16529346	
22	16529428	
22	16529448	
22	16529476	
22	16529524	
22	16529577	
22	16558011	
22	16558021	
22	16558174	
22	16558218	
22	16558249	
22	16558260	
22	16558291	
22	16558302	
22	16558313	
22	16558329	
22	16558364	
22	16558386	
22	16558389	
22	16558478	
22	16558514	
22	16558679	
22	16559262	
22	16559278	
22	16559296	
22	16559320	
22	16559322	
22	16559339	
22	16559340	
22	16559402	
22	16559404	
22	16559421	
22	16559457	
22	16559539	
22	16559541	
22	16559620	
22	16559692	
22	16559693	
22	16559695	
22	16559707	
22	16559758	
22	16559770	
22	16559777	
22	16559778	
22	16559798	
22	16559813	
22	16559824	
22	16559870	
22	16559876	
22	16559877	
22	16559889	
22	16559894	
22	16559913	
22	16559930	
22	16559936	
22	16559968	
22	16560038	
22	16560103	
22	16560113	
22	16560118	
22	16560182	
22	16560186	
22	16560233	
22	16560310	
22	16560336	
22	16560416	
22	16560427	
22	16560428	
22	16560436	
22	16560468	
22	16560473	
22	16560476	
22	16560490	
22	16560511	
22	16560515	
22	16560516	
22	16560539	
22	16560547	
22	16560548	
22	16560612	
22	16560630	
22	16560694	
22	16560698	
22	16560710	
22	16560730	
22	16560749	
22	16560786	
22	16560799	
22	16560846	
22	16560866	
22	16560876	
22	16560896	
22	16561116	
22	16561208	
22	16561231	
22	16561234	
22	16561242	
22	16561269	
22	16561326	
22	16561368	
22	16561719	
22	16585517	
22	16585518	
22	16585527	
22	16585530	
22	16585543	
22	16585695	
22	16586258	
22	16586337	
22	16586408	
22	16586442	
22	16586444	
22	16586486	
22	16586508	
22	16586546	
22	16586819	
22	16586849	
22	16586884	
22	16586914	
22	16586951	
22	16586980	
22	16586997	
22	16587026	
22	16587132	
22	16587148	
22	16587174	
22	16587190	
22	16587214	
22	16587250	
22	16587287	
22	16587346	
22	16587364	
22	16587388	
22	16587409	
22	16587411	
22	16587416	
22	16587452	
22	16587456	
22	16587507	
22	16587520	
22	16587556	
22	16587559	
22	16587590	
22	16587596	
22	16587617	
22	16587632	
22	16587645	
22	16587676	
22	16587691	
22	16587726	
22	16589228	
22	16589310	
22	16589324	
22	16589330	
22	16589335	
22	16589337	
22	16589369	
22	16589378	
22	16589386	
22	16589391	
22	16589411	
22	16589430	
22	16589449	
22	16589463	
22	16589478	
22	16589500	
22	16589508	
22	16591264	
22	16594083	
22	16594144	
22	16594159	
22	16594208	
22	16594379	
22	16594384	
22	16594387	
22	16594497	
22	16594516	
22	16594550	
22	16594583	
22	16594589	
22	16594593	
22	16600923	
22	16600945	
22	16601009	
22	16601020	
22	16601022	
22	16601026	
22	16601041	
22	16601047	
22	16601050	
22	16601090	
22	16601108	
22	16601201	
22	16601213	
22	16601235	
22	16601411	
22	16601412	
22	16601426	
22	16601432	
22	16601556	
22	16601574	
22	16601583	
22	16601834	
22	16601863	
22	16601879	
22	16601895	
22	16601902	
22	16601906	
22	16601930	
22	16602162	
22	16602166	
22	16602203	
22	16602217	
22	16602317	
22	16602330	
22	16602341	
22	16602353	
22	16602409	
22	16602423	
22	16602431	
22	16602513	
22	16602536	
22	16602554	
22	16602590	
22	16602601	
22	16602611	
22	16602616	
22	16602627	
22	16602654	
22	16603111	
22	16603113	
22	16603181	
22	16603206	
22	16603215	
22	16603440	
22	16603447	
22	16603501	
22	16603512	
22	16603560	
22	16603588	
22	16603630	
22	16603637	
22	16603652	
22	16603671	
22	16603705	
22	16604658	
22	16604679	
22	16604749	
22	16604766	
22	16604846	
22	16604879	
22	16613814	
22	16613932	
22	16613983	
22	16614019	
22	16614020	
22	16614056	
22	16614078	
22	16614978	
22	16614997	
22	16615064	
22	16615112	
22	16615118	
22	16615124	
22	16615134	
22	16615170	
22	16615184	
22	16615223	
22	16615336	
22	16615337	
22	16615400	
22	16615411	
22	16615421	
22	16615462	
22	16615463	
22	16615551	
22	16615559	
22	16615613	
22	16615656	
22	16615664	
22	16615694	
22	16615727	
22	16615778	
22	16615781	
22	16615788	
22	16615826	
22	16615837	
22	16615859	
22	16615895	
22	16615919	
22	16615962	
22	16616008	
22	16616012	
22	16616022	
22	16616084	
22	16616111	
22	16616131	
22	16616151	
22	16616182	
22	16616183	
22	16616224	
22	16616233	
22	16616319	
22	16616320	
22	16616334	
22	16616344	
22	16616356	
22	16616365	
22	16616403	
22	16616437	
22	16616502	
22	16616543	
22	16616566	
22	16616576	
22	16616627	
22	16616637	
22	16616702	
22	16616750	
22	16616838	
22	16616889	
22	16616961	
22	16617014	
22	16617150	
22	16617187	
22	16617225	
22	16617254	
22	16617272	
22	16617277	
22	16617289	
22	16617290	
22	16617293	
22	16617318	
22	16617320	
22	16617332	
22	16617359	
22	16617400	
22	16617490	
22	16617494	
22	16617559	
22	16675410	
22	16675412	
22	16675415	
22	16675416	
22	16675417	
22	16675427	
22	16675444	
22	16675446	
22	16675458	
22	16675587	
22	16675634	
22	16850591	
22	16850597	
22	16850612	
22	16850624	
22	16850634	
22	16850642	
22	16850671	
22	16850676	
22	16850696	
22	16850718	
22	16850744	
22	16850749	
22	16850752	
22	16850756	
22	16850759	
22	16850762	
22	16865481	
22	16865484	
22	16865510	
22	16865601	
22	16869694	
22	16869710	
22	16869733	
22	16869754	
22	16869801	
22	16869820	
22	16869822	
22	16869887	
22	16869908	
22	16869927	
22	16869931	
22	16869939	
22	16869940	
22	16869950	
